question,contexts,ground_truth,answer
"Если я из другой страны и у меня нет паспорта РФ, что мне делать?","['\n                     1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора\n                     1.4. Реквизиты документа, удостоверяющего личность: серия (при наличии) и номер документа, дата выдачи документа, наименование органа, выдавшего документ (при наличии кода подразделения может не устанавливаться), и код подразделения (при наличии).\n                     1.4.2.для иностранных граждан:\n                     •паспорт иностранного гражданина;\n                     •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.', '.5.Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:\n                    •миграционная карта в случае отсутствия иных документов;\n                    •вид на жительство;\n                    •разрешение на временное проживание;\n                    •виза;\n                    •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ.\n']","
                        Если вы из другой страны, то для заключения договора вам неообходимы документы, удостоверяющие Вашу личность. Для иностранных граждан это:
                            •паспорт иностранного гражданина;
                            •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.
                        Также необходимы документы, подтверждающие право иностранного гражданина (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:
                            •миграционная карта в случае отсутствия иных документов;
                            •вид на жительство;
                            •разрешение на временное проживание;
                            •виза;
                            •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ. ","Для того, чтобы открыть счет в банке Tinkoff, если у вас нет паспорта РФ, необходимо предоставить иные документы, удостоверяющие личность иностранного гражданина, такие как паспорт иностранного гражданина или другие документы, признаваемые в соответствии с законодательством Российской Федерации. Если у вас нет паспорта РФ, вам следует обратиться в банк Tinkoff для получения консультации по необходимым документам для открытия счета."
В течении скольких дней действительна выписка из ЕГРЮЛ?,"['\n                    2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ). Банком может быть принята копия \n                    выписки, заверенная регистрирующим органом. Выписка считается действительной для предоставления в Банк \n                    в течение 30 (тридцати) календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату  \n                    ее предоставления;']",Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ) действительна в течении 30 дней с даты ее выдачи.,Выписка из ЕГРЮЛ считается действительной для предоставления в банк Tinkoff в течение 30 (тридцати) календарных дней с даты ее выдачи.
Нужно ли ИП указывать свой сайт для предприятия?,"['\n                    3. Документы и сведения, предоставляемые Клиентом-индивидуальным предпринимателем: \n                    3.5. Сведения о доменном имени, указателе страницы сайта в сети «Интернет», с использованием которых Клиентом \nоказываются услуги (при наличии);\n                    ']","Да, индивидуальному предпринимателю необходимо указать сведения о доменном имени, указателе страницы сайта в сети «Интернет».","Для предпринимателей необходимо указать доменное имя и указатель страницы сайта в сети ""Интернет"", с использованием которых предприниматель оказывает услуги, если такие сайт имеется."
Может ли Банк запросить дополнительные документы - не из списка обязательных?,"['\n                     26. Банк может запросить у Клиента, а Клиент обязуется предоставить по запросу Банка дополнительные документы \n                    и сведения, как предусмотренные, так и не предусмотренные настоящим Перечнем, в том числе в целях надлежащей \n                    идентификации Клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии \n                    с требованиями действующего законодательства Российской Федерации, нормативных актов Банка России, а также \n                    требованиями Банка. Банк вправе не запрашивать отдельные документы и сведения, предусмотренные настоящим \n                    Перечнем, в случаях, установленных внутренними правилами Банка.']","Да, Банк может запросить у Вас дополнительные не предусмотренные Перечнем документы.","Да, Банк может запросить дополнительные документы и сведения, даже не из списка обязательных. Это делается в целях надлежащей идентификации Клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии с требованиями действующего законодательства Российской Федерации, нормативных актов Банка России, а также требованиями самого Банка. Банк может не запрашивать отдельные документы, предусмотренные обязательным списком, в случаях, установленных внутренними правилами Банка."
Какие документы нужно предоставить физическому лицу для открытия счета?,"['1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора']","Физическому лицу для открытия счета необходимо предоставить документ, удостоверяющий личность (паспорт или иной документ из списка в п.1.4), документ, подтверждающий регистрацию или место пребывания, ИНН, СНИЛС и контактную информацию.","Для открытия счета в банке Tinkoff физическое лицо должно предоставить следующие документы:
- Сведения и документы, зависящие от организационно-правовой формы;
- Документы-основания участия бенефициара в отношениях по договору;
- Документы, удостоверяющие личность;
- Документ, подтверждающий право иностранного гражданина на пребывание в Российской Федерации (если применимо);
- Дополнительные документы, если физическое лицо является иностранным гражданином и занимается частной практикой.

Если у вас есть дополнительные вопросы или нужна более подробная информация, обратитесь в банк Tinkoff."
Какие документы необходимо предоставить юридическому лицу для открытия счета в Банке? Можно ли предоставить сканы документов или нужны оригиналы?,"['2.1. Учредительные документы юридического лица...', '2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ)...', '2.3. Документ об избрании единоличного исполнительного органа юридического лица...']","Юридическому лицу необходимо предоставить учредительные документы, выписку из ЕГРЮЛ, документ об избрании руководителя, документы, подтверждающие личность руководителя и лиц, имеющих право подписи. Документы можно предоставить в копиях, заверенных нотариально, регистрирующим органом, руководителем или сотрудником Банка при наличии оригиналов.","Для открытия счета в Банке Tinkoff юридическому лицу необходимо предоставить следующие документы:
1. Учредительные документы юридического лица (Устав и/или Учредительный договор);
2. Сведения о договорах с банковским платежным агентом или субагентом;
3. Документы-основания участия бенефициара в отношениях по договору счета;
4. Документы, удостоверяющие личность бенефициарного владельца;
5. Миграционную карту для иностранных граждан.

Касательно предоставления документов, оригиналы или сканы могут быть предоставлены в Банк в соответствии с их требованиями."
Можно ли открыть счет индивидуальному предпринимателю – иностранному гражданину? Какие документы для этого нужны?,"['3.1. Идентификация индивидуального предпринимателя осуществляется на основании документов и сведений, указанных в пункте 1.4 настоящего Перечня', '3.2. Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации...']","Да, индивидуальному предпринимателю-иностранному гражданину можно открыть счет. Для этого нужно предоставить документ, удостоверяющий личность, документ, подтверждающий право пребывания/проживания в РФ (напр. миграционную карту), ИНН, СНИЛС, выписку из ЕГРИП и контактную информацию.","Для открытия счета индивидуальному предпринимателю – иностранному гражданину необходимо предоставить следующие документы:
1. Документы, удостоверяющие личность и указанные в соответствующем перечне.
2. В случае, если физическое лицо является иностранным гражданином, необходимо предоставить документ, подтверждающий право на пребывание (проживание) в Российской Федерации.
3. Лицензии или разрешения на осуществление деятельности, подлежащей лицензированию.
4. Информация о страховом номере индивидуального лицевого счета застрахованного лица (при необходимости).
5. Адрес места жительства (регистрации) или места пребывания.
6. Контактная информация.
7. Выписка из ЕГРИП.

Если у вас возникнут дополнительные вопросы или требуется более подробная информация, рекомендуем обратиться в банк Tinkoff для консультации."
"Какие документы потребуются, если открывать счет для нотариуса, занимающегося частной практикой? Может ли нотариус быть иностранцем при этом?","['5.1. Документ, удостоверяющий личность и указанный в пункте 1.4 настоящего Перечня', '5.2. Документ, подтверждающий наделение нотариуса полномочиями (назначение на должность), выдаваемый органами юстиции субъектов Российской Федерации, в соответствии с законодательством Российской Федерации']","Для открытия счета нотариусу, занимающемуся частной практикой, требуется предоставить документ, удостоверяющий личность, документ о назначении на должность нотариуса от органов юстиции, регистрационные документы, финансовые документы и контактные данные. Нотариус может быть иностранцем, в этом случае дополнительно потребуется документ, подтверждающий право на пребывание/проживание в РФ.","Для открытия счета для нотариуса, занимающегося частной практикой, потребуются следующие документы:

1. Документ, удостоверяющий личность.
2. Документ, подтверждающий наделение нотариуса полномочиями.
3. Адрес места жительства или места пребывания.
4. Контактная информация.
5. Выписка из ЕГРИП.
6. Информация о страховом номере индивидуального лицевого счета.
7. Сведения о целях установления и предполагаемом характере деловых отношений с банком.
8. Сведения о деловой репутации.

Если нотариус является иностранным гражданином, то дополнительно к вышеперечисленным документам потребуется предоставить миграционную карту или другой документ, подтверждающий право на пребывание в Российской Федерации."
"Как узнать, кто является бенефициарным владельцем юридического лица? Какие документы для этого нужны?",['12. Идентификация бенефициарного(ых) владельца(ев) осуществляется на основании следующий документов и сведений...'],"Для идентификации бенефициарного владельца юридического лица необходимо предоставить документы, удостоверяющие личность бенефициара, документ о регистрации/пребывании в РФ (если бенефициар - иностранец), ИНН, адрес регистрации и контактные данные. Также можно заполнить анкету бенефициарного владельца по форме Банка.","Для узнавания информации о бенефициарном владельце юридического лица необходимо предоставить следующие документы и сведения:
1. Документы, удостоверяющие личность.
2. Документы, подтверждающие право иностранного гражданина или лица без гражданства на пребывание в Российской Федерации.
3. Идентификационный номер налогоплательщика.
4. Адрес места жительства или места пребывания.
5. Контактная информация.

Идентификация бенефициарных владельцев может осуществляться на основании заполненной анкеты физического лица - бенефициарного владельца по форме Банка, подписанной клиентом. Если бенефициарный владелец является иностранным гражданином или лицом без гражданства, идентификация осуществляется на основании указанных документов и сведений.

Если у вас возникают дополнительные вопросы или необходима более подробная информация, рекомендуем обратиться в банк Tinkoff для получения консультации."
Расскажи про термины 'Договор страхования' и 'КАСКО',"['1. Термины и определения     \n                    Договор страхования — договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором \n                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить \n                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), \n                    страховое возмещение в пределах определенной договором суммы (страховой суммы).', 'КАСКО — комбинированное страхование транспортных средств и сопутствующих рисков.']"," Да, конечно! Договор страхования — это договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором 
                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить 
                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), 
                    страховое возмещение в пределах определенной договором суммы (страховой суммы). 
                    КАСКО — это комбинированное страхование транспортных средств и сопутствующих рисков.","Договор страхования - это соглашение между страховщиком и страхователем, по которому страховщик обязуется выплатить страховое возмещение в случае наступления страхового случая в пределах определенной суммы (страховой суммы). Страхователь, застрахованное лицо или выгодоприобретатель могут быть участниками договора страхования.

КАСКО - это комбинированное страхование транспортных средств и сопутствующих рисков. Это вид страхования, который обеспечивает защиту от различных рисков, таких как угон, повреждение автомобиля, столкновение и другие непредвиденные события.

Если у вас возникнут дополнительные вопросы по этим терминам или условиям страхования, рекомендую обратиться в банк Tinkoff для получения более подробной информации."
"Какой минимум страховой выплаты мне вернут, если моя страховая сумма = 50 000 долларов?"," 
                    2.19.   При добровольном страховании непредвиденных расходов путешественников страховая сумма в договоре 
                    страхования может быть установлена в рублях или иностранной валюте в рублевом эквиваленте по официальному 
                    курсу иностранных валют ЦБ РФ на дату заключения Договора страхования, но не менее чем 66,7 руб. за 1 у.е.  при 
                    страховой сумме 30 000 у.е., 57,2 руб. за 1 у.е. при страховой сумме 35 000 у.е., 50 руб. за 1 у.е. при страховой сумме 
                    50 000 у.е., 26,7 руб. за 1 у.е. при страховой сумме 75 000 у.е."," 
                    Минимальная страховая выплата, которую вам вернут, если ваша страховая сумма составляет 50 000 долларов, составляет 50 рублей за 1 доллар США. Минимальная выплата составит 2 500 000 рублей.
                    Обратите внимание, что это минимальная выплата, которую вы получите. Фактическая сумма выплаты может варьироваться в зависимости от условий вашего договора.
        ",Минимальная страховая выплата составит 75% от Первоначальной суммы кредита Застрахованного лица по Кредитному договору.
"При принятии пользовательских соглашений, кому еще попадают мои данные?","['\n                    5. Персональные данные     \n                        5.1.       Пользователь подтверждает, что с использованием Дистанционных каналов взаимодействия дает Страховщику, \n                        аффилированным лицам страховщика, Страховому агенту или Страховому брокеру, а также лицам, \n                        предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров \n                        страхования, хранения документов, в том числе, облачных сервисов, серверов, программных продуктов, согласие на \n                        обработку его персональных данных с целью осуществления дистанционного взаимодействия с последними при \n                        использовании их Сайта и/или сайтов в сети Интернет или при помощи ПО Страховщика и в целях осуществления \n                        маркетинговых коммуникаций перечисленных лиц с Пользователем.  \n        ']","
                    Согласно пункту 5.1 пользовательского соглашения, ваши персональные данные могут быть переданы следующим сторонам:
                        • Аффилированные лица страховщика
                        • Страховой агент
                        • Страховой брокер
                        • Лица, предоставляющие услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов, в том числе облачных сервисов, серверов, программных продуктов
","При принятии пользовательских соглашений, ваши данные могут попасть к страховщику, аффилированным лицам страховщика, страховому агенту или страховому брокеру, а также лицам, предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов и осуществления маркетинговых коммуникаций. Предоставленные вами персональные данные третьих лиц передаются с вашего согласия на обработку их персональных данных страховщиком и другими указанными лицами. В случае отзыва согласия на обработку персональных данных, обработка должна быть прекращена, и данные должны быть уничтожены в определенные сроки после уведомления о отзыве согласия."
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.","Страховщик ведет аудио и видеозапись при взаимодействии с клиентом с целью улучшения качества обслуживания, исключения риска совершения несанкционированных операций, а также использования записей при проведении любых расследований в связи с договором страхования. Эти записи хранятся в течение 5 лет с момента прекращения отношений с клиентом."
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов только при условии предварительного согласования со Страховщиком. Однако, в случае если не были предоставлены документы, подтверждающие оплату таких расходов, размер выплаты ограничивается суммой не более 200 у.е. или 10 000 российских рублей за один страховой случай."
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"['При возникновении вопросов или спора можно отправить обращение:\n\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","Пользователь может направить обращение при возникновении вопросов или спора со страховщиком через Дистанционные каналы взаимодействия, такие как официальный сайт страховщика, страховой агент, страховой брокер в информационно-телекоммуникационной сети «Интернет» или мобильные приложения страховщика. В случае возникновения споров, они подлежат разрешению в соответствии с действующим законодательством Российской Федерации и рассмотрению в судебном порядке."
