question,contexts,ground_truth,answer
"Если я из другой страны и у меня нет паспорта РФ, что мне делать?","['\n                     1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора\n                     1.4. Реквизиты документа, удостоверяющего личность: серия (при наличии) и номер документа, дата выдачи документа, наименование органа, выдавшего документ (при наличии кода подразделения может не устанавливаться), и код подразделения (при наличии).\n                     1.4.2.для иностранных граждан:\n                     •паспорт иностранного гражданина;\n                     •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.', '.5.Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:\n                    •миграционная карта в случае отсутствия иных документов;\n                    •вид на жительство;\n                    •разрешение на временное проживание;\n                    •виза;\n                    •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ.\n']","
                        Если вы из другой страны, то для заключения договора вам неообходимы документы, удостоверяющие Вашу личность. Для иностранных граждан это:
                            •паспорт иностранного гражданина;
                            •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.
                        Также необходимы документы, подтверждающие право иностранного гражданина (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:
                            •миграционная карта в случае отсутствия иных документов;
                            •вид на жительство;
                            •разрешение на временное проживание;
                            •виза;
                            •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ. ","Если вы из другой страны и у вас нет паспорта РФ, вам необходимо сообщить об этом в Банк через дистанционное обслуживание и оформить претензию. Сотрудник Банка поможет вам в этом."
В течении скольких дней действительна выписка из ЕГРЮЛ?,"['\n                    2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ). Банком может быть принята копия \n                    выписки, заверенная регистрирующим органом. Выписка считается действительной для предоставления в Банк \n                    в течение 30 (тридцати) календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату  \n                    ее предоставления;']",Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ) действительна в течении 30 дней с даты ее выдачи.,Выписка из ЕГРЮЛ считается действительной для предоставления в Банк в течение 30 (тридцати) календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату ее предоставления.
Нужно ли ИП указывать свой сайт для предприятия?,"['\n                    3. Документы и сведения, предоставляемые Клиентом-индивидуальным предпринимателем: \n                    3.5. Сведения о доменном имени, указателе страницы сайта в сети «Интернет», с использованием которых Клиентом \nоказываются услуги (при наличии);\n                    ']","Да, индивидуальному предпринимателю необходимо указать сведения о доменном имени, указателе страницы сайта в сети «Интернет».","Да, ИП должен указать свой сайт для предприятия в сведениях о доменном имени и указателе страницы сайта в сети ""Интернет"", предоставляемых банку в соответствии с установленным порядком предоставления документов и сведений."
Может ли Банк запросить дополнительные документы - не из списка обязательных?,"['\n                     26. Банк может запросить у Клиента, а Клиент обязуется предоставить по запросу Банка дополнительные документы \n                    и сведения, как предусмотренные, так и не предусмотренные настоящим Перечнем, в том числе в целях надлежащей \n                    идентификации Клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии \n                    с требованиями действующего законодательства Российской Федерации, нормативных актов Банка России, а также \n                    требованиями Банка. Банк вправе не запрашивать отдельные документы и сведения, предусмотренные настоящим \n                    Перечнем, в случаях, установленных внутренними правилами Банка.']","Да, Банк может запросить у Вас дополнительные не предусмотренные Перечнем документы.","Да, банк Tinkoff имеет право запросить у клиента дополнительные документы и сведения, как предусмотренные, так и не предусмотренные в перечне, в том числе в целях надлежащей идентификации клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии с требованиями законодательства Российской Федерации, нормативных актов Банка России и требованиями самого банка. Банк имеет право не запрашивать отдельные документы и сведения, предусмотренные в перечне, в случаях, установленных внутренними правилами банка."
Какие документы нужно предоставить физическому лицу для открытия счета?,"['1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора']","Физическому лицу для открытия счета необходимо предоставить документ, удостоверяющий личность (паспорт или иной документ из списка в п.1.4), документ, подтверждающий регистрацию или место пребывания, ИНН, СНИЛС и контактную информацию.","Для открытия счета физическому лицу необходимо предоставить следующие документы:
1. Документы, удостоверяющие личность, указанные в пункте 1.4 настоящего Перечня.
2. Сведения о финансовом положении, установленные пунктом 2.15 настоящего Перечня документов.
3. Сведения об источниках происхождения денежных средств и (или) иного имущества в случае реализации Банком права, предусмотренного Федеральным законом от 07.08.2001 № 115-ФЗ.

Эти документы и сведения необходимы для успешного открытия счета физическому лицу в банке Tinkoff."
Какие документы необходимо предоставить юридическому лицу для открытия счета в Банке? Можно ли предоставить сканы документов или нужны оригиналы?,"['2.1. Учредительные документы юридического лица...', '2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ)...', '2.3. Документ об избрании единоличного исполнительного органа юридического лица...']","Юридическому лицу необходимо предоставить учредительные документы, выписку из ЕГРЮЛ, документ об избрании руководителя, документы, подтверждающие личность руководителя и лиц, имеющих право подписи. Документы можно предоставить в копиях, заверенных нотариально, регистрирующим органом, руководителем или сотрудником Банка при наличии оригиналов.","Для юридического лица необходимо предоставить следующие документы для открытия счета в банке Tinkoff:
1. Учредительные документы юридического лица: Устав юридического лица и/или Учредительный договор.
2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ).

Документы можно предоставить в виде сканов, но в некоторых случаях банк может запросить оригиналы для верификации. В любом случае, рекомендуется уточнить требования банка относительно предоставления документов."
Можно ли открыть счет индивидуальному предпринимателю – иностранному гражданину? Какие документы для этого нужны?,"['3.1. Идентификация индивидуального предпринимателя осуществляется на основании документов и сведений, указанных в пункте 1.4 настоящего Перечня', '3.2. Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации...']","Да, индивидуальному предпринимателю-иностранному гражданину можно открыть счет. Для этого нужно предоставить документ, удостоверяющий личность, документ, подтверждающий право пребывания/проживания в РФ (напр. миграционную карту), ИНН, СНИЛС, выписку из ЕГРИП и контактную информацию.","Для открытия счета индивидуальному предпринимателю – иностранному гражданину необходимо предоставить ряд документов. В частности, для идентификации бенефициарного владельца осуществляется на основании следующих документов и сведений:
- Документы, удостоверяющие личность и указанные в пункте 1.4 настоящего Перечня;
- В отношении физического лица, которое является иностранным гражданином или лицом без гражданства — документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации, в случае если наличие такого документа предусмотрено законодательством Российской Федерации в соответствии с пунктом 1.5 настоящего Перечня.

Таким образом, для открытия счета индивидуальному предпринимателю – иностранному гражданину потребуется предоставить документы, подтверждающие личность и право на пребывание в Российской Федерации."
"Какие документы потребуются, если открывать счет для нотариуса, занимающегося частной практикой? Может ли нотариус быть иностранцем при этом?","['5.1. Документ, удостоверяющий личность и указанный в пункте 1.4 настоящего Перечня', '5.2. Документ, подтверждающий наделение нотариуса полномочиями (назначение на должность), выдаваемый органами юстиции субъектов Российской Федерации, в соответствии с законодательством Российской Федерации']","Для открытия счета нотариусу, занимающемуся частной практикой, требуется предоставить документ, удостоверяющий личность, документ о назначении на должность нотариуса от органов юстиции, регистрационные документы, финансовые документы и контактные данные. Нотариус может быть иностранцем, в этом случае дополнительно потребуется документ, подтверждающий право на пребывание/проживание в РФ.","Для открытия счета для нотариуса, занимающегося частной практикой, требуются следующие документы и сведения, согласно предоставленному контексту:

1. Документ, удостоверяющий личность нотариуса.
2. Документ, подтверждающий наделение нотариуса полномочиями, выдаваемый органами юстиции субъектов Российской Федерации.
3. Адрес места жительства или места пребывания нотариуса.
4. Контактная информация (номер телефона, факс, адрес электронной почты, почтовый адрес).
5. Выписка из ЕГРИП.
6. Информация о страховом номере индивидуального лицевого счета.

Кроме того, если нотариус является иностранным гражданином, ему также потребуется предоставить миграционную карту и/или документ, подтверждающий его право на пребывание (проживание) в Российской Федерации, если такое требование предусмотрено законодательством Российской Федерации."
"Как узнать, кто является бенефициарным владельцем юридического лица? Какие документы для этого нужны?",['12. Идентификация бенефициарного(ых) владельца(ев) осуществляется на основании следующий документов и сведений...'],"Для идентификации бенефициарного владельца юридического лица необходимо предоставить документы, удостоверяющие личность бенефициара, документ о регистрации/пребывании в РФ (если бенефициар - иностранец), ИНН, адрес регистрации и контактные данные. Также можно заполнить анкету бенефициарного владельца по форме Банка.","Для того чтобы узнать, кто является бенефициарным владельцем юридического лица, необходимо осуществить идентификацию на основании Анкеты физического лица — бенефициарного владельца по форме Банка, подписанной Клиентом. В случае если бенефициарный владелец является иностранным гражданином или лицом без гражданства, или возникают сомнения в достоверности полученной информации, идентификация осуществляется на основании соответствующих документов и сведений, без использования анкеты бенефициарного владельца по форме Банка."
Расскажи про термины 'Договор страхования' и 'КАСКО',"['1. Термины и определения     \n                    Договор страхования — договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором \n                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить \n                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), \n                    страховое возмещение в пределах определенной договором суммы (страховой суммы).', 'КАСКО — комбинированное страхование транспортных средств и сопутствующих рисков.']"," Да, конечно! Договор страхования — это договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором 
                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить 
                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), 
                    страховое возмещение в пределах определенной договором суммы (страховой суммы). 
                    КАСКО — это комбинированное страхование транспортных средств и сопутствующих рисков.","Договор страхования - это договор, по которому одна сторона (Страховщик) обязуется при наступлении страхового случая осуществить страховое возмещение другой стороне (страхователю) или выгодоприобретателю в пределах определенной суммы. КАСК - это комбинированное страхование транспортных средств и сопутствующих рисков."
"Какой минимум страховой выплаты мне вернут, если моя страховая сумма = 50 000 долларов?"," 
                    2.19.   При добровольном страховании непредвиденных расходов путешественников страховая сумма в договоре 
                    страхования может быть установлена в рублях или иностранной валюте в рублевом эквиваленте по официальному 
                    курсу иностранных валют ЦБ РФ на дату заключения Договора страхования, но не менее чем 66,7 руб. за 1 у.е.  при 
                    страховой сумме 30 000 у.е., 57,2 руб. за 1 у.е. при страховой сумме 35 000 у.е., 50 руб. за 1 у.е. при страховой сумме 
                    50 000 у.е., 26,7 руб. за 1 у.е. при страховой сумме 75 000 у.е."," 
                    Минимальная страховая выплата, которую вам вернут, если ваша страховая сумма составляет 50 000 долларов, составляет 50 рублей за 1 доллар США. Минимальная выплата составит 2 500 000 рублей.
                    Обратите внимание, что это минимальная выплата, которую вы получите. Фактическая сумма выплаты может варьироваться в зависимости от условий вашего договора.
        ","Минимальная страховая выплата в случае, если страховая сумма установлена в 50 000 долларов, составит 10 000 российских рублей за один страховой случай."
"При принятии пользовательских соглашений, кому еще попадают мои данные?","['\n                    5. Персональные данные     \n                        5.1.       Пользователь подтверждает, что с использованием Дистанционных каналов взаимодействия дает Страховщику, \n                        аффилированным лицам страховщика, Страховому агенту или Страховому брокеру, а также лицам, \n                        предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров \n                        страхования, хранения документов, в том числе, облачных сервисов, серверов, программных продуктов, согласие на \n                        обработку его персональных данных с целью осуществления дистанционного взаимодействия с последними при \n                        использовании их Сайта и/или сайтов в сети Интернет или при помощи ПО Страховщика и в целях осуществления \n                        маркетинговых коммуникаций перечисленных лиц с Пользователем.  \n        ']","
                    Согласно пункту 5.1 пользовательского соглашения, ваши персональные данные могут быть переданы следующим сторонам:
                        • Аффилированные лица страховщика
                        • Страховой агент
                        • Страховой брокер
                        • Лица, предоставляющие услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов, в том числе облачных сервисов, серверов, программных продуктов
","При принятии пользовательских соглашений, ваши данные могут попасть к страховщику, аффилированным лицам страховщика, страховому агенту, страховому брокеру, а также лицам, предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов и осуществления маркетинговых коммуникаций. Пользовательские данные третьих лиц предоставляются с их согласия на обработку персональных данных."
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.","Страховщик ведет аудио и видеозапись при взаимодействии с клиентом с целью улучшения качества обслуживания, исполнения Договора страхования, а также использования записей при проведении расследований в связи с Договором страхования. Эти записи хранятся в течение 5 лет с момента прекращения отношений с клиентом, согласно условиям пользовательского соглашения банка Tinkoff."
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов в случае, если были понесены расходы на оказание экстренной или неотложной амбулаторной и/или стационарной помощи, в том числе предварительно согласованные со Страховщиком, но не были предоставлены документы, подтверждающие оплату. Однако размер таких выплат ограничен - не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях) за один страховой случай."
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"['При возникновении вопросов или спора можно отправить обращение:\n\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","Пользователь может направить обращение при возникновении вопросов или спора со страховщиком следующим образом:
- в АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;
- к финансовому уполномоченному путем регистрации обращения на сайте — ﬁnombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;
- во Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;
- в Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12."
