question,contexts,ground_truth,answer
В течении скольких дней действительна выписка из ЕГРЮЛ?,"['\n                    2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ). Банком может быть принята копия \n                    выписки, заверенная регистрирующим органом. Выписка считается действительной для предоставления в Банк \n                    в течение 30 (тридцати) календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату  \n                    ее предоставления;']",Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ) действительна в течении 30 дней с даты ее выдачи.,Выписка из ЕГРЮЛ действительна для предоставления в банк в течение 30 календарных дней с даты ее выдачи.
Нужно ли ИП указывать свой сайт для предприятия?,"['\n                    3. Документы и сведения, предоставляемые Клиентом-индивидуальным предпринимателем: \n                    3.5. Сведения о доменном имени, указателе страницы сайта в сети «Интернет», с использованием которых Клиентом \nоказываются услуги (при наличии);\n                    ']","Да, индивидуальному предпринимателю необходимо указать сведения о доменном имени, указателе страницы сайта в сети «Интернет».","Для индивидуального предпринимателя требуется предоставить сведения о доменном имени и указателе страницы сайта в сети ""Интернет"", если таковые имеются."
Может ли Банк запросить дополнительные документы - не из списка обязательных?,"['\n                     26. Банк может запросить у Клиента, а Клиент обязуется предоставить по запросу Банка дополнительные документы \n                    и сведения, как предусмотренные, так и не предусмотренные настоящим Перечнем, в том числе в целях надлежащей \n                    идентификации Клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии \n                    с требованиями действующего законодательства Российской Федерации, нормативных актов Банка России, а также \n                    требованиями Банка. Банк вправе не запрашивать отдельные документы и сведения, предусмотренные настоящим \n                    Перечнем, в случаях, установленных внутренними правилами Банка.']","Да, Банк может запросить у Вас дополнительные не предусмотренные Перечнем документы.","Да, Банк имеет право запросить дополнительные документы, не указанные в списке обязательных, в соответствии с требованиями действующего законодательства, нормативных актов Банка России и внутренними правилами Банка."
Какие документы нужно предоставить физическому лицу для открытия счета?,"['1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора']","Физическому лицу для открытия счета необходимо предоставить документ, удостоверяющий личность (паспорт или иной документ из списка в п.1.4), документ, подтверждающий регистрацию или место пребывания, ИНН, СНИЛС и контактную информацию.","Для открытия счета физическому лицу необходимо предоставить следующие документы:
1. Документы, удостоверяющие личность (в соответствии с пунктом 1.4 Перечня).
2. В случае иностранных граждан или лиц без гражданства - документ, подтверждающий право на пребывание в Российской Федерации.

Дополнительные документы и сведения могут потребоваться в зависимости от организационно-правовой формы и существующих договоров. Для получения более подробной информации рекомендуется обратиться в банк."
Какие документы необходимо предоставить юридическому лицу для открытия счета в Банке? Можно ли предоставить сканы документов или нужны оригиналы?,"['2.1. Учредительные документы юридического лица...', '2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ)...', '2.3. Документ об избрании единоличного исполнительного органа юридического лица...']","Юридическому лицу необходимо предоставить учредительные документы, выписку из ЕГРЮЛ, документ об избрании руководителя, документы, подтверждающие личность руководителя и лиц, имеющих право подписи. Документы можно предоставить в копиях, заверенных нотариально, регистрирующим органом, руководителем или сотрудником Банка при наличии оригиналов.","Для открытия счета юридическому лицу в Банке Tinkoff необходимо предоставить сведения и документы, которые зависят от организационно-правовой формы и от договоров о привлечении банковского платежного агента, а также о договорах о приеме платежей. Оригиналы документов обычно предоставляются, однако возможно также предоставление сканов. Для идентификации бенефициарного владельца могут потребоваться документы, удостоверяющие личность, включая документы иностранных граждан или лиц без гражданства, подтверждающие их право на пребывание в Российской Федерации."
Можно ли открыть счет индивидуальному предпринимателю – иностранному гражданину? Какие документы для этого нужны?,"['3.1. Идентификация индивидуального предпринимателя осуществляется на основании документов и сведений, указанных в пункте 1.4 настоящего Перечня', '3.2. Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации...']","Да, индивидуальному предпринимателю-иностранному гражданину можно открыть счет. Для этого нужно предоставить документ, удостоверяющий личность, документ, подтверждающий право пребывания/проживания в РФ (напр. миграционную карту), ИНН, СНИЛС, выписку из ЕГРИП и контактную информацию.","Для открытия счета индивидуальному предпринимателю – иностранному гражданину необходимо предоставить документы, удостоверяющие личность и указанные в пункте 1.4 Перечня документов и сведений. В случае иностранного гражданина или лица без гражданства требуется документ, подтверждающий их право на пребывание (проживание) в Российской Федерации. Дополнительные документы могут потребоваться в зависимости от организационно-правовой формы. Для получения более подробной информации рекомендуется обратиться в банк Tinkoff."
"Какие документы потребуются, если открывать счет для нотариуса, занимающегося частной практикой? Может ли нотариус быть иностранцем при этом?","['5.1. Документ, удостоверяющий личность и указанный в пункте 1.4 настоящего Перечня', '5.2. Документ, подтверждающий наделение нотариуса полномочиями (назначение на должность), выдаваемый органами юстиции субъектов Российской Федерации, в соответствии с законодательством Российской Федерации']","Для открытия счета нотариусу, занимающемуся частной практикой, требуется предоставить документ, удостоверяющий личность, документ о назначении на должность нотариуса от органов юстиции, регистрационные документы, финансовые документы и контактные данные. Нотариус может быть иностранцем, в этом случае дополнительно потребуется документ, подтверждающий право на пребывание/проживание в РФ.","Для открытия счета нотариуса, занимающегося частной практикой, потребуются следующие документы:
1. Документ, удостоверяющий личность.
2. Документ, подтверждающий наделение нотариуса полномочиями.
3. Адрес места жительства (регистрации) или места пребывания.
4. Контактная информация.
5. Выписка из ЕГРИП.
6. Информация о страховом номере индивидуального лицевого счета.
7. Сведения о целях установления и предполагаемом характере деловых отношений с Банком.
8. Дополнительно, если нотариус является иностранным гражданином, необходимо предоставить миграционную карту и документ, подтверждающий право пребывания в Российской Федерации.

Если у нотариуса есть иностранное гражданство, необходимо соблюдать дополнительные требования в соответствии с законодательством Российской Федерации."
"Как узнать, кто является бенефициарным владельцем юридического лица? Какие документы для этого нужны?",['12. Идентификация бенефициарного(ых) владельца(ев) осуществляется на основании следующий документов и сведений...'],"Для идентификации бенефициарного владельца юридического лица необходимо предоставить документы, удостоверяющие личность бенефициара, документ о регистрации/пребывании в РФ (если бенефициар - иностранец), ИНН, адрес регистрации и контактные данные. Также можно заполнить анкету бенефициарного владельца по форме Банка.","Для установления бенефициарного владельца юридического лица необходимо предоставить следующие документы и сведения:
1. Документы, удостоверяющие личность (пункт 1.4 Перечня).
2. В случае иностранных граждан или лиц без гражданства - документ, подтверждающий право на пребывание в Российской Федерации.
3. Идентификационный номер налогоплательщика (при наличии).
4. Адрес места жительства или пребывания.
5. Контактная информация.

Идентификация бенефициарных владельцев осуществляется на основании анкеты физического лица - бенефициарного владельца по форме банка, подписанной клиентом. В случае наличия сомнений в достоверности информации или если бенефициарный владелец является иностранным гражданином, идентификация проводится на основе указанных документов и сведений."
Расскажи про термины 'Договор страхования' и 'КАСКО',"['1. Термины и определения     \n                    Договор страхования — договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором \n                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить \n                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), \n                    страховое возмещение в пределах определенной договором суммы (страховой суммы).', 'КАСКО — комбинированное страхование транспортных средств и сопутствующих рисков.']"," Да, конечно! Договор страхования — это договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором 
                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить 
                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), 
                    страховое возмещение в пределах определенной договором суммы (страховой суммы). 
                    КАСКО — это комбинированное страхование транспортных средств и сопутствующих рисков.","Договор страхования - это соглашение между страховщиком и страхователем, в рамках которого страховщик обязуется выплатить страховое возмещение при наступлении определенного события (страхового случая) в пределах установленной страховой суммы. Страхователь может быть как юридическим, так и физическим лицом, а также выгодоприобретателем по договору страхования. 

КАСКО (комбинированное страхование транспортных средств и сопутствующих рисков) - это вид страхования, который покрывает ущерб, причиненный вашему автомобилю в результате дорожно-транспортного происшествия, угона, стихийного бедствия и других рисков. 

Оба термина важны при заключении договора страхования, поэтому перед подписанием договора рекомендуется внимательно изучить условия и особенности каждого вида страхования."
"Какой минимум страховой выплаты мне вернут, если моя страховая сумма = 50 000 долларов?"," 
                    2.19.   При добровольном страховании непредвиденных расходов путешественников страховая сумма в договоре 
                    страхования может быть установлена в рублях или иностранной валюте в рублевом эквиваленте по официальному 
                    курсу иностранных валют ЦБ РФ на дату заключения Договора страхования, но не менее чем 66,7 руб. за 1 у.е.  при 
                    страховой сумме 30 000 у.е., 57,2 руб. за 1 у.е. при страховой сумме 35 000 у.е., 50 руб. за 1 у.е. при страховой сумме 
                    50 000 у.е., 26,7 руб. за 1 у.е. при страховой сумме 75 000 у.е."," 
                    Минимальная страховая выплата, которую вам вернут, если ваша страховая сумма составляет 50 000 долларов, составляет 50 рублей за 1 доллар США. Минимальная выплата составит 2 500 000 рублей.
                    Обратите внимание, что это минимальная выплата, которую вы получите. Фактическая сумма выплаты может варьироваться в зависимости от условий вашего договора.
        ","Из предоставленного контекста необходимо уточнить, какой именно риск («Смерть», «Инвалидность» или «Потеря работы») исследуется для определения минимального размера страховой выплаты. Кроме того, необходимо уточнить, какие именно условия страхования применяются для данного случая.

Если речь идет о риске «Смерть» или «Инвалидность», то минимальный размер страховой выплаты будет равен 75% от Первоначальной суммы кредита Застрахованного лица по Кредитному договору.

Если же речь идет о риске «Потеря работы», то минимальный размер страховой выплаты будет зависеть от длительности отсутствия занятости и размера среднемесячного дохода Застрахованного лица, но не более 125% от Первоначальной суммы кредита.

Для получения точного ответа рекомендуется обратиться в банк Tinkoff для получения дополнительной информации о конкретных условиях страхования и размерах страховых выплат."
"При принятии пользовательских соглашений, кому еще попадают мои данные?","['\n                    5. Персональные данные     \n                        5.1.       Пользователь подтверждает, что с использованием Дистанционных каналов взаимодействия дает Страховщику, \n                        аффилированным лицам страховщика, Страховому агенту или Страховому брокеру, а также лицам, \n                        предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров \n                        страхования, хранения документов, в том числе, облачных сервисов, серверов, программных продуктов, согласие на \n                        обработку его персональных данных с целью осуществления дистанционного взаимодействия с последними при \n                        использовании их Сайта и/или сайтов в сети Интернет или при помощи ПО Страховщика и в целях осуществления \n                        маркетинговых коммуникаций перечисленных лиц с Пользователем.  \n        ']","
                    Согласно пункту 5.1 пользовательского соглашения, ваши персональные данные могут быть переданы следующим сторонам:
                        • Аффилированные лица страховщика
                        • Страховой агент
                        • Страховой брокер
                        • Лица, предоставляющие услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов, в том числе облачных сервисов, серверов, программных продуктов
","При принятии пользовательских соглашений банка Tinkoff, ваши данные могут попасть к аффилированным лицам страховщика, страховому агенту или страховому брокеру, а также лицам, предоставляющим услуги по использованию информационных возможностей для заключения договоров страхования, хранения документов и осуществления маркетинговых коммуникаций. Указанные персональные данные третьих лиц предоставляются с вашим согласием на обработку. Вы также можете отозвать свое согласие на обработку персональных данных, при условии прекращения отношений с банком Tinkoff."
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.","Страховщик ведет аудио и видеозапись при взаимодействии с клиентом для целей улучшения качества обслуживания, исполнения договора страхования и проведения расследований в связи с договором страхования. Эти записи хранятся в течение 5 лет с момента прекращения отношений с клиентом."
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Страховщик может оплатить планируемые расходы по страховому случаю до предоставления подтверждающих документов только по предварительному согласованию со страховщиком. Однако, если не были предоставлены документы, подтверждающие оплату, страховщик возмещает расходы в размере не более 200 у.е. или 10 000 российских рублей за один страховой случай, в зависимости от установленной валюты страховой суммы."
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"['При возникновении вопросов или спора можно отправить обращение:\n\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","При возникновении вопросов или спора со страховщиком пользователь может обратиться:
- в АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо заполнить соответствующую форму на сайте Страховщика;
- к финансовому уполномоченному через регистрацию обращения на сайте finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;
- во Всероссийский союз страховщиков на сайте ins-union.ru или по почтовому адресу: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;
- в Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте cbr.ru или по почтовому адресу: 107016."
