question,contexts,ground_truth,answer
"Если я из другой страны и у меня нет паспорта РФ, что мне делать?","['\n                     1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора\n                     1.4. Реквизиты документа, удостоверяющего личность: серия (при наличии) и номер документа, дата выдачи документа, наименование органа, выдавшего документ (при наличии кода подразделения может не устанавливаться), и код подразделения (при наличии).\n                     1.4.2.для иностранных граждан:\n                     •паспорт иностранного гражданина;\n                     •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.', '.5.Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:\n                    •миграционная карта в случае отсутствия иных документов;\n                    •вид на жительство;\n                    •разрешение на временное проживание;\n                    •виза;\n                    •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ.\n']","
                        Если вы из другой страны, то для заключения договора вам неообходимы документы, удостоверяющие Вашу личность. Для иностранных граждан это:
                            •паспорт иностранного гражданина;
                            •дипломатический паспорт, служебный паспорт, удостоверяющие личность иностранного гражданина.
                        Также необходимы документы, подтверждающие право иностранного гражданина (проживание) в Российской Федерации (миграционной карты в случае отсутствия иных документов), в случае если наличие таких документов обязательно в соответствии с международными договорами Российской Федерации и законодательством Российской Федерации;Документами, подтверждающими право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ, являются:
                            •миграционная карта в случае отсутствия иных документов;
                            •вид на жительство;
                            •разрешение на временное проживание;
                            •виза;
                            •иной документ, подтверждающий в соответствии с международными договорами Российской Федерации и законодательством РФ право иностранного гражданина или лица без гражданства на пребывание (проживание) в РФ. ","Если вы являетесь гражданином другой страны и у вас нет паспорта РФ, вам следует обратиться к соответствующим органам вашей страны для получения паспорта РФ или документа, который может быть признан в соответствии с международным договором."
В течении скольких дней действительна выписка из ЕГРЮЛ?,"['\n                    2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ). Банком может быть принята копия \n                    выписки, заверенная регистрирующим органом. Выписка считается действительной для предоставления в Банк \n                    в течение 30 (тридцати) календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату  \n                    ее предоставления;']",Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ) действительна в течении 30 дней с даты ее выдачи.,Выписка из ЕГРЮЛ считается действительной для предоставления в Банк в течение 30 календарных дней с даты ее выдачи и должна содержать актуальные сведения на дату ее предоставления.
Нужно ли ИП указывать свой сайт для предприятия?,"['\n                    3. Документы и сведения, предоставляемые Клиентом-индивидуальным предпринимателем: \n                    3.5. Сведения о доменном имени, указателе страницы сайта в сети «Интернет», с использованием которых Клиентом \nоказываются услуги (при наличии);\n                    ']","Да, индивидуальному предпринимателю необходимо указать сведения о доменном имени, указателе страницы сайта в сети «Интернет».","Да, индивидуальному предпринимателю необходимо указывать свой сайт для предприятия. В контексте указано, что требуется информация о доменном имени, указателе страницы сайта в сети ""Интернет"", с использованием которых клиентом оказываются услуги (пункт 3.5)."
Может ли Банк запросить дополнительные документы - не из списка обязательных?,"['\n                     26. Банк может запросить у Клиента, а Клиент обязуется предоставить по запросу Банка дополнительные документы \n                    и сведения, как предусмотренные, так и не предусмотренные настоящим Перечнем, в том числе в целях надлежащей \n                    идентификации Клиента, его представителя, выгодоприобретателя и бенефициарного владельца в соответствии \n                    с требованиями действующего законодательства Российской Федерации, нормативных актов Банка России, а также \n                    требованиями Банка. Банк вправе не запрашивать отдельные документы и сведения, предусмотренные настоящим \n                    Перечнем, в случаях, установленных внутренними правилами Банка.']","Да, Банк может запросить у Вас дополнительные не предусмотренные Перечнем документы.","Да, Банк может запросить дополнительные документы, которые не являются обязательными, если это предусмотрено его внутренними правилами."
Какие документы нужно предоставить физическому лицу для открытия счета?,"['1. Документы и сведения, получаемые в целях идентификации Клиентов-физических лиц, а также в целях обслуживания таких Клиентов в рамках Универсального договора']","Физическому лицу для открытия счета необходимо предоставить документ, удостоверяющий личность (паспорт или иной документ из списка в п.1.4), документ, подтверждающий регистрацию или место пребывания, ИНН, СНИЛС и контактную информацию.","Для открытия счета физическому лицу необходимо предоставить следующие документы:
- Паспорт гражданина РФ;
- ИНН (индивидуальный номер налогоплательщика);
- СНИЛС (страховой номер индивидуального лицевого счета)."
Какие документы необходимо предоставить юридическому лицу для открытия счета в Банке? Можно ли предоставить сканы документов или нужны оригиналы?,"['2.1. Учредительные документы юридического лица...', '2.2. Выписка из Единого государственного реестра юридических лиц (ЕГРЮЛ)...', '2.3. Документ об избрании единоличного исполнительного органа юридического лица...']","Юридическому лицу необходимо предоставить учредительные документы, выписку из ЕГРЮЛ, документ об избрании руководителя, документы, подтверждающие личность руководителя и лиц, имеющих право подписи. Документы можно предоставить в копиях, заверенных нотариально, регистрирующим органом, руководителем или сотрудником Банка при наличии оригиналов.","Юридическому лицу необходимо предоставить следующие документы для открытия счета в Банке: учредительные документы, такие как Устав юридического лица и/или Учредительный договор. Банк может принять копии этих документов, заверенные регистрирующим органом. Оригиналы документов предоставляются по требованию."
Можно ли открыть счет индивидуальному предпринимателю – иностранному гражданину? Какие документы для этого нужны?,"['3.1. Идентификация индивидуального предпринимателя осуществляется на основании документов и сведений, указанных в пункте 1.4 настоящего Перечня', '3.2. Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации...']","Да, индивидуальному предпринимателю-иностранному гражданину можно открыть счет. Для этого нужно предоставить документ, удостоверяющий личность, документ, подтверждающий право пребывания/проживания в РФ (напр. миграционную карту), ИНН, СНИЛС, выписку из ЕГРИП и контактную информацию.","Да, индивидуальный предприниматель – иностранный гражданин может открыть счет в банке. Для этого ему необходимо предоставить следующие документы:
- Документ, подтверждающий право иностранного гражданина или лица без гражданства на пребывание (проживание) в Российской Федерации (например, миграционная карта).
- Лицензии (разрешения, патенты), выданные в установленном законодательством Российской Федерации порядке, на право осуществления деятельности, подлежащей лицензированию."
"Какие документы потребуются, если открывать счет для нотариуса, занимающегося частной практикой? Может ли нотариус быть иностранцем при этом?","['5.1. Документ, удостоверяющий личность и указанный в пункте 1.4 настоящего Перечня', '5.2. Документ, подтверждающий наделение нотариуса полномочиями (назначение на должность), выдаваемый органами юстиции субъектов Российской Федерации, в соответствии с законодательством Российской Федерации']","Для открытия счета нотариусу, занимающемуся частной практикой, требуется предоставить документ, удостоверяющий личность, документ о назначении на должность нотариуса от органов юстиции, регистрационные документы, финансовые документы и контактные данные. Нотариус может быть иностранцем, в этом случае дополнительно потребуется документ, подтверждающий право на пребывание/проживание в РФ.","Для открытия счета нотариусу, занимающемуся частной практикой, потребуются следующие документы: документ, удостоверяющий личность, документ, подтверждающий наделение нотариуса полномочиями, адрес места жительства или места пребывания, контактная информация и выписка из ЕГРИП. Нотариус может быть иностранцем при этом."
"Как узнать, кто является бенефициарным владельцем юридического лица? Какие документы для этого нужны?",['12. Идентификация бенефициарного(ых) владельца(ев) осуществляется на основании следующий документов и сведений...'],"Для идентификации бенефициарного владельца юридического лица необходимо предоставить документы, удостоверяющие личность бенефициара, документ о регистрации/пребывании в РФ (если бенефициар - иностранец), ИНН, адрес регистрации и контактные данные. Также можно заполнить анкету бенефициарного владельца по форме Банка.","Для того чтобы узнать, кто является бенефициарным владельцем юридического лица, необходимо обратиться к документам, указанным в пунктах 1.5 и 12.3-12.5 настоящего Перечня. Эти документы включают идентификационный номер налогоплательщика, адрес места жительства или места пребывания, контактную информацию и анкету физического лица - бенефициарного владельца по форме Банка, подписанную клиентом."
Расскажи про термины 'Договор страхования' и 'КАСКО',"['1. Термины и определения     \n                    Договор страхования — договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором \n                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить \n                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), \n                    страховое возмещение в пределах определенной договором суммы (страховой суммы).', 'КАСКО — комбинированное страхование транспортных средств и сопутствующих рисков.']"," Да, конечно! Договор страхования — это договор, по которому одна сторона (Страховщик) обязуется за обусловленную договором 
                    плату (страховую премию) при наступлении предусмотренного в договоре события (страхового случая) осуществить 
                    другой стороне (страхователю) или иному лицу, в пользу которого заключен договор (выгодоприобретателю), 
                    страховое возмещение в пределах определенной договором суммы (страховой суммы). 
                    КАСКО — это комбинированное страхование транспортных средств и сопутствующих рисков.","Договор страхования - это соглашение между страхователем и страховщиком, которое определяет права и обязанности сторон в отношении страхования определенных рисков. В контексте данного текста, речь идет о договоре страхования как таковом, без конкретизации его типа. 

Термин ""КАСКО"" относится к определенному виду страхования транспортных средств. Это комбинированный вид страхования, который включает в себя защиту от различных рисков, связанных с эксплуатацией автомобиля, таких как угон, повреждения в результате ДТП и т.д."
"Какой минимум страховой выплаты мне вернут, если моя страховая сумма = 50 000 долларов?"," 
                    2.19.   При добровольном страховании непредвиденных расходов путешественников страховая сумма в договоре 
                    страхования может быть установлена в рублях или иностранной валюте в рублевом эквиваленте по официальному 
                    курсу иностранных валют ЦБ РФ на дату заключения Договора страхования, но не менее чем 66,7 руб. за 1 у.е.  при 
                    страховой сумме 30 000 у.е., 57,2 руб. за 1 у.е. при страховой сумме 35 000 у.е., 50 руб. за 1 у.е. при страховой сумме 
                    50 000 у.е., 26,7 руб. за 1 у.е. при страховой сумме 75 000 у.е."," 
                    Минимальная страховая выплата, которую вам вернут, если ваша страховая сумма составляет 50 000 долларов, составляет 50 рублей за 1 доллар США. Минимальная выплата составит 2 500 000 рублей.
                    Обратите внимание, что это минимальная выплата, которую вы получите. Фактическая сумма выплаты может варьироваться в зависимости от условий вашего договора.
        ",Я не знаю ответа на этот вопрос.
"При принятии пользовательских соглашений, кому еще попадают мои данные?","['\n                    5. Персональные данные     \n                        5.1.       Пользователь подтверждает, что с использованием Дистанционных каналов взаимодействия дает Страховщику, \n                        аффилированным лицам страховщика, Страховому агенту или Страховому брокеру, а также лицам, \n                        предоставляющим услуги по использованию их информационных возможностей для целей заключения договоров \n                        страхования, хранения документов, в том числе, облачных сервисов, серверов, программных продуктов, согласие на \n                        обработку его персональных данных с целью осуществления дистанционного взаимодействия с последними при \n                        использовании их Сайта и/или сайтов в сети Интернет или при помощи ПО Страховщика и в целях осуществления \n                        маркетинговых коммуникаций перечисленных лиц с Пользователем.  \n        ']","
                    Согласно пункту 5.1 пользовательского соглашения, ваши персональные данные могут быть переданы следующим сторонам:
                        • Аффилированные лица страховщика
                        • Страховой агент
                        • Страховой брокер
                        • Лица, предоставляющие услуги по использованию их информационных возможностей для целей заключения договоров страхования, хранения документов, в том числе облачных сервисов, серверов, программных продуктов
","Данные могут быть переданы третьим лицам, включая операторов фискальных данных и операторов электронного документооборота, для проверки платежеспособности."
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.",Страховщик ведет аудио и видеозапись при взаимодействии с клиентом для улучшения качества обслуживания и разрешения возможных споров или претензий. Записи хранятся в течение 5 лет после прекращения отношений со страхователем.
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов в случае, если это предусмотрено договором страхования и если эти расходы связаны с оказанием экстренной или неотложной амбулаторной и/или стационарной помощи. Ограничения по размеру таких выплат устанавливаются договором страхования."
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"['При возникновении вопросов или спора можно отправить обращение:\n\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","Пользователь может направить обращение при возникновении вопросов или спора со страховщиком через сайт Страховщика, сайты в сети Интернет страховых агентов и страховых брокеров Страховщика, а также аффилированных лиц Страховщика и/или их мобильных приложений."
Где можно ознакомиться с дополнительной информацией и документами о деятельности АО 'Тинькофф Страхование'?,"['Дополнительная информация и документы о деятельности Страховщика в соответствии с п. 6.1 Закона РФ от 27.11.1992 N 4015-1 «Об организации страхового дела в Российской Федерации» и п. 2.1.1. «Базового стандарта защиты прав и интересов физических и юридических лиц — получателей финансовых услуг, оказываемых членами саморегулируемых организаций, объединяющих страховые организации» размещены по ссылкам: tinkoffinsurance.ru/about, tinkoffinsurance.ru/about/documents.']",Дополнительная информация и документы о деятельности АО 'Тинькофф Страхование' в соответствии с законом 'Об организации страхового дела в РФ' и базовым стандартом защиты прав получателей финансовых услуг размещены на сайте страховщика по ссылкам tinkoffinsurance.ru/about и tinkoffinsurance.ru/about/documents.,Дополнительную информацию и документы о деятельности АО 'Тинькофф Страхование' можно найти на официальном сайте компании.
Что означает 'Партия' и вообще 'Слиток' для драгоценных металлов?,"['\n                    Партия — приобретенные Клиентом Слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке Клиенту, \n                    в рамках одной Заявки', ' Слиток — аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, \n                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, \n                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках \n                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-\n                    ярлыка (при наличии) и Сертификата качества слитка']","Давайте разберемся! 
                    Партия — это приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту, в рамках одной заявки.
                    Слиток — это аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, 
                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, 
                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках 
                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-
                    ярлыка (при наличии) и Сертификата качества слитка.
        ","Партия - это приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту в рамках одной заявки. Слиток - это физический объект драгоценного металла, а сертификат-ярлык и сертификат качества слитка - это документы, подтверждающие его подлинность и качество."
Меня действительно должны фотографировать после полкчения слитка? Какой это пункт в соглашении?,"['\n                    2.13.12. После подтверждения получения Клиентом/Доверенным лицом Слитка Представитель фотографирует Клиента/\n                    Доверенное лицо с полученным Слитком в ненарушенной заводской упаковке и документом, удостоверяющим личность \n                    Клиента/Доверенного лица']","Да, Вас действительно должнен сфотографировать Представитель в соответсвии с пунктом 2.13.12.","В предоставленном контексте нет информации о том, должен ли клиент быть сфотографирован после получения слитка."
Какие условия хранения?,"[' \n                    2.14.9. Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная \n                    влажность воздуха от 30 до 60%']","
                    В соответсвии с пунктом 2.14.9. условия хранения слитка слудующие: 
                        - температура воздуха от +17 до +25 °С,
                        - атмосферное давление от 740 до 760 мм рт. ст.,
                        - относительная влажность воздуха от 30 до 60% ",Условия хранения должны быть от 30% до 60% влажности воздуха.
Что такое 'Сертификат качества слитка'?,"['Сертификат качества слитка — документ о качестве драгоценного металла, содержащий сведения о соответствии драгоценного металла стандартам качества, технические характеристики и параметры Слитка, информацию о химическом составе, произведенный/заверенный предприятием-изготовителем Слитка.']","Сертификат качества слитка - это документ, выданный изготовителем слитка драгоценного металла, который содержит информацию о соответствии металла стандартам качества, его технические характеристики, параметры и химический состав.","Сертификат качества слитка - это документ, содержащий основные сведения о слитке, такие как номер слитка, соответствие драгоценного металла стандартам качества, лигатурная масса, проба драгоценного металла, дата выпуска, а также технические характеристики и параметры слитка, информация о химическом составе. Этот сертификат производится или заверяется предприятием-изготовителем слитка."
На какой срок выдается эта доверенность? Можно ли ее передоверить другому лицу?,"['Датой выдачи доверенности считается дата предоставления Представляемым Банку данных своего представителя. Доверенность выдана сроком на 1 (один) год, полномочия по настоящей доверенности не могут быть передоверены другим лицам.']",Доверенность выдается сроком на 1 год. Полномочия по этой доверенности нельзя передоверять другим лицам.,"Доверенность выдана сроком на 1 (один) год, и полномочия по ней не могут быть переданы другим лицам."
"Как клиент может получить сертификат качества слитка, который он передал на хранение в банк?","['По требованию Клиента Банк предоставляет Клиенту заверенную Банком копию Сертификата качества слитка, переданного на ответственное хранение.']","По требованию клиента банк предоставляет ему заверенную копию сертификата качества слитка, который клиент передал на ответственное хранение в банке.","Для получения сертификата качества слитка, который был передан на хранение в банк, клиент должен заключить договор ответственного хранения слитка и сертификата качества слитка. Это делается путем акцепта банком заявки клиента и подписанием акта приема-передачи, подтверждающего прием слитка банком на ответственное хранение."
